ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,Cluster
459708,Female,No,39,Yes,Engineer,1.0,Low,1.0,Cat_6,A,1
459179,Male,Yes,60,No,Entertainment,0.0,Average,3.0,Cat_6,B,0
462654,Male,Yes,39,No,Artist,1.0,Average,6.0,Cat_4,A,0
466256,Female,Yes,65,Yes,Engineer,1.0,Low,1.0,Cat_6,B,1
465649,Female,Yes,43,Yes,Marketing,6.0,Low,1.0,Cat_6,A,3
467333,Female,Yes,58,Yes,Artist,1.0,Average,6.0,Cat_2,C,0
465652,Female,Yes,31,No,Marketing,0.0,Low,2.0,Cat_2,D,1
460360,Female,Yes,38,Yes,Artist,2.0,Low,1.0,Cat_4,A,1
464472,Female,No,27,Yes,Artist,0.0,Low,3.0,Cat_6,C,1
467422,Female,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,C,0
463116,Male,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6,B,0
460177,Male,No,48,Yes,Artist,1.0,Low,1.0,Cat_6,B,1
465081,Male,Yes,57,Yes,Executive,7.0,High,2.0,Cat_6,C,0
467810,Male,Yes,42,Yes,Artist,0.0,Average,5.0,Cat_6,C,0
465063,Female,Yes,68,Yes,Lawyer,1.0,High,2.0,Cat_6,C,0
462690,Male,Yes,38,Yes,Engineer,1.0,Average,4.0,Cat_6,B,0
467752,Male,Yes,31,No,Executive,1.0,Average,3.0,Cat_4,A,0
466430,Female,Yes,51,No,Engineer,0.0,Low,4.0,Cat_6,A,1
465713,Male,Yes,59,Yes,Artist,0.0,Average,4.0,Cat_6,C,0
462555,Male,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_4,C,0
459668,Male,Yes,32,No,Unemployed,5.0,Average,3.0,Cat_6,B,0
461615,Male,No,25,Yes,Doctor,1.0,Low,2.0,Cat_6,D,1
461532,Male,Yes,48,Yes,Entertainment,1.0,Low,1.0,Cat_6,A,1
465295,Female,Yes,37,Yes,Doctor,8.0,Average,1.0,Cat_6,A,3
459175,Female,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_6,C,0
463739,Female,Yes,42,No,Marketing,0.0,Low,3.0,Cat_6,B,1
464339,Male,No,26,No,Artist,0.0,Low,2.0,Cat_6,D,2
465074,Male,No,25,Yes,Artist,1.0,Low,4.0,Cat_6,A,2
465282,Female,No,36,Yes,Artist,0.0,Low,3.0,Cat_6,A,1
460488,Male,No,42,No,Doctor,0.0,Low,1.0,Cat_3,D,2
464554,Female,No,35,Yes,Artist,0.0,Low,7.0,Cat_2,C,2
462814,Female,Yes,22,No,Engineer,8.0,Average,2.0,Cat_5,C,3
462073,Female,No,36,Yes,Artist,6.0,Low,1.0,Cat_6,C,3
459901,Male,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,C,0
460858,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_3,D,2
461895,Male,Yes,36,Yes,Entertainment,1.0,Low,2.0,Cat_6,B,1
467308,Female,No,28,Yes,Doctor,0.0,Low,3.0,Cat_3,C,2
467584,Male,Yes,52,No,Doctor,1.0,Average,4.0,Cat_6,B,0
466444,Male,Yes,50,Yes,Doctor,1.0,Average,4.0,Cat_3,C,0
462622,Male,Yes,47,No,Executive,0.0,Low,4.0,Cat_4,D,1
460100,Female,No,29,Yes,Doctor,1.0,Low,1.0,Cat_3,A,1
466591,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,D,2
462849,Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6,C,0
463235,Female,No,21,No,Unemployed,1.0,Low,4.0,Cat_6,D,2
466410,Female,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_6,B,1
464141,Male,Yes,32,Yes,Entertainment,9.0,High,2.0,Cat_4,A,3
464634,Female,No,32,Yes,Engineer,1.0,Low,9.0,Cat_4,D,2
461564,Male,Yes,63,Yes,Executive,1.0,High,2.0,Cat_6,C,0
463219,Male,Yes,50,No,Entertainment,0.0,Low,2.0,Cat_6,D,1
461425,Male,Yes,52,Yes,Artist,1.0,Low,4.0,Cat_6,A,1
464009,Female,Yes,49,Yes,Artist,7.0,Average,4.0,Cat_6,B,3
460573,Male,No,62,No,Healthcare,8.0,Low,1.0,Cat_3,C,3
460951,Female,Yes,55,No,Engineer,1.0,Average,7.0,Cat_6,A,0
462262,Male,No,27,No,Healthcare,1.0,Low,3.0,Yes,B,2
467126,Female,Yes,45,Yes,Artist,0.0,Low,1.0,Cat_3,B,1
462924,Female,Yes,31,No,Homemaker,8.0,Average,2.0,Cat_6,D,3
462488,Male,No,33,Yes,Healthcare,0.0,Low,5.0,Cat_6,D,2
461640,Male,Yes,52,Yes,Artist,1.0,Average,2.0,Cat_6,C,0
465504,Male,No,42,Yes,Entertainment,0.0,Low,2.0,Cat_6,B,1
460902,Male,No,38,Yes,Executive,1.0,Low,3.0,Cat_6,A,1
459657,Male,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,B,0
465054,Male,Yes,67,Yes,Executive,1.0,High,3.0,Cat_6,C,0
464000,Female,No,32,No,Healthcare,0.0,Low,5.0,Cat_7,C,2
460324,Female,No,33,Yes,Entertainment,12.0,Low,2.0,Cat_6,A,3
462468,Female,No,30,Yes,Healthcare,2.0,Low,5.0,Cat_6,D,2
465245,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_4,D,2
467919,Female,Yes,47,Yes,Artist,7.0,Average,2.0,Cat_6,C,3
463716,Male,No,29,No,Doctor,1.0,Low,4.0,Cat_6,D,2
463769,Male,Yes,63,No,Executive,0.0,High,4.0,Cat_6,B,0
464907,Male,Yes,55,Yes,Engineer,0.0,Average,2.0,Cat_4,B,0
460523,Female,No,48,Yes,Entertainment,1.0,Low,2.0,Cat_4,C,1
462327,Male,Yes,27,Yes,Entertainment,0.0,Low,4.0,Cat_7,D,1
463882,Female,Yes,43,Yes,Artist,1.0,Low,1.0,Cat_1,A,1
464446,Female,Yes,50,Yes,Engineer,0.0,Low,2.0,Cat_6,B,1
462282,Male,No,29,No,Healthcare,1.0,Low,3.0,Cat_6,D,2
467167,Male,Yes,73,Yes,Artist,1.0,Average,2.0,Cat_3,C,0
459625,Female,Yes,57,No,Engineer,8.0,Low,1.0,Cat_6,B,3
466740,Female,Yes,47,No,Engineer,8.0,Low,1.0,Cat_3,A,3
461434,Female,Yes,32,Yes,Executive,4.0,High,3.0,Cat_7,C,0
465404,Female,Yes,25,Yes,Entertainment,0.0,Average,2.0,Cat_1,A,0
462337,Female,Yes,79,Yes,Lawyer,1.0,High,2.0,Cat_4,B,0
461921,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,A,1
463763,Male,Yes,36,Yes,Artist,4.0,Average,2.0,Cat_6,C,0
467749,Male,No,19,No,Healthcare,1.0,Low,9.0,Cat_7,D,2
464876,Female,Yes,49,No,Engineer,1.0,Average,5.0,Cat_4,A,0
463850,Male,Yes,26,No,Entertainment,0.0,High,2.0,Cat_6,D,0
460381,Male,No,28,Yes,Artist,13.0,Low,2.0,Cat_6,A,3
460946,Male,No,84,No,Artist,0.0,Low,1.0,Cat_6,D,1
464329,Male,Yes,81,No,Lawyer,1.0,Low,2.0,Cat_6,D,1
467209,Female,No,35,Yes,Healthcare,1.0,Low,1.0,Cat_6,D,1
461897,Male,Yes,55,Yes,Doctor,0.0,Average,2.0,Cat_6,C,0
462920,Male,Yes,50,No,Executive,0.0,High,5.0,Cat_6,B,0
460994,Male,Yes,78,Yes,Lawyer,0.0,Low,5.0,Cat_6,A,0
462868,Male,Yes,36,No,Entertainment,0.0,Average,4.0,Cat_4,A,0
459964,Male,No,47,Yes,Marketing,1.0,Low,1.0,Cat_6,A,1
462663,Male,Yes,48,No,Entertainment,6.0,Average,5.0,Cat_4,B,0
464116,Female,Yes,69,Yes,Marketing,1.0,Low,2.0,Cat_6,C,1
467119,Male,Yes,38,No,Marketing,0.0,High,4.0,Cat_7,B,0
465042,Male,Yes,36,Yes,Artist,1.0,Average,4.0,Cat_6,C,0
464762,Female,Yes,52,No,Engineer,9.0,Average,4.0,Cat_4,B,3
460009,Male,No,46,Yes,Artist,0.0,Low,1.0,Cat_6,B,1
460583,Male,No,18,No,Marketing,1.0,Low,6.0,Cat_3,D,2
467827,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D,2
463795,Male,No,18,No,Doctor,1.0,Low,6.0,Cat_6,B,2
464313,Male,Yes,30,No,Homemaker,1.0,Average,3.0,Cat_6,D,0
463672,Male,No,32,Yes,Engineer,1.0,Low,3.0,Cat_6,D,1
459230,Male,Yes,43,No,Artist,7.0,High,4.0,Cat_6,B,0
462245,Female,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,C,0
462926,Female,No,40,Yes,Homemaker,9.0,Low,2.0,Cat_6,A,3
460743,Male,Yes,55,Yes,Artist,0.0,Average,3.0,Cat_6,C,0
464656,Female,No,33,No,Healthcare,1.0,Low,7.0,Cat_4,B,2
467656,Male,No,31,Yes,Healthcare,1.0,Low,5.0,Cat_6,D,2
460978,Female,No,35,Yes,Healthcare,3.0,Low,6.0,Cat_2,D,2
467684,Male,No,40,Yes,Healthcare,8.0,Low,3.0,Cat_2,D,3
467089,Male,Yes,69,No,Artist,0.0,Average,3.0,Cat_6,B,0
466091,Female,Yes,46,Yes,Artist,1.0,Low,4.0,Cat_4,B,1
464582,Female,Yes,63,Yes,Marketing,0.0,Low,2.0,Cat_6,D,1
467004,Female,No,50,No,Artist,0.0,Low,2.0,Cat_2,A,1
458997,Male,Yes,61,Yes,Artist,1.0,Average,2.0,Cat_6,B,0
466025,Female,No,50,No,Engineer,1.0,Low,1.0,Cat_3,A,1
464689,Female,No,25,Yes,Marketing,2.0,Low,2.0,Cat_4,A,1
464507,Male,Yes,53,Yes,Artist,0.0,High,3.0,Cat_6,C,0
459204,Female,Yes,35,Yes,Engineer,0.0,Average,2.0,Cat_6,B,0
467521,Male,No,19,No,Healthcare,7.0,Low,3.0,Cat_6,D,2
462743,Male,No,26,No,Healthcare,3.0,Low,4.0,Cat_3,D,2
459245,Female,Yes,38,No,Engineer,0.0,Average,4.0,Cat_6,B,0
463884,Female,No,26,No,Artist,1.0,Low,1.0,Cat_6,D,2
463860,Male,Yes,39,Yes,Healthcare,0.0,High,3.0,Cat_6,C,0
459184,Male,Yes,39,Yes,Entertainment,1.0,Low,4.0,Cat_4,A,1
459332,Female,Yes,72,Yes,Homemaker,1.0,Low,2.0,Cat_6,B,1
460201,Female,No,45,Yes,Artist,2.0,Low,1.0,Cat_6,A,1
464989,Male,Yes,47,No,Entertainment,0.0,Average,4.0,Cat_6,C,0
467782,Female,No,30,Yes,Entertainment,0.0,Low,5.0,Cat_2,A,2
464923,Male,Yes,48,No,Executive,5.0,High,2.0,Cat_4,A,0
459364,Female,Yes,76,Yes,Marketing,0.0,Low,2.0,Cat_6,B,1
462119,Male,Yes,71,Yes,Entertainment,0.0,Low,2.0,Cat_6,A,1
465132,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,A,1
466039,Female,No,29,No,Entertainment,0.0,Low,2.0,Cat_4,A,2
463873,Male,Yes,57,Yes,Artist,1.0,Average,5.0,Cat_6,C,0
467633,Male,Yes,49,No,Entertainment,0.0,Low,1.0,Cat_6,A,1
462780,Male,Yes,21,No,Healthcare,1.0,High,8.0,Cat_4,B,2
462445,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_6,D,2
461052,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_7,D,2
460664,Female,No,33,No,Homemaker,8.0,Low,1.0,Cat_6,D,3
465992,Male,Yes,53,Yes,Entertainment,1.0,Low,3.0,Cat_6,A,1
463990,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_4,B,0
463128,Male,Yes,73,Yes,Lawyer,0.0,High,4.0,Cat_6,A,0
463536,Male,Yes,89,Yes,Executive,1.0,High,2.0,Cat_6,C,0
460775,Male,Yes,59,Yes,Artist,0.0,Low,2.0,Cat_6,A,1
464118,Male,No,38,Yes,Entertainment,0.0,Low,2.0,Cat_6,D,1
459264,Female,No,42,Yes,Artist,0.0,Low,2.0,Cat_6,C,1
464069,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6,A,0
461185,Female,No,22,No,Healthcare,1.0,Low,4.0,Cat_3,D,2
465564,Male,Yes,46,No,Artist,0.0,Average,4.0,Cat_3,B,0
466387,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,B,3
462887,Female,Yes,42,No,Engineer,1.0,Low,3.0,Cat_6,A,1
465977,Male,Yes,71,Yes,Artist,0.0,Average,2.0,Cat_6,C,0
462775,Female,No,18,No,Healthcare,7.0,Low,3.0,Cat_6,D,2
460286,Female,No,41,Yes,Artist,4.0,Low,1.0,Cat_6,D,1
466294,Male,Yes,27,Yes,Healthcare,0.0,Low,5.0,Cat_4,D,2
466037,Female,No,53,No,Entertainment,1.0,Low,1.0,Cat_4,A,1
466335,Female,No,28,No,Healthcare,0.0,Low,3.0,Cat_4,B,2
465750,Male,Yes,35,Yes,Unemployed,3.0,Average,2.0,Cat_6,C,0
461933,Male,No,18,No,Doctor,0.0,Low,2.0,Cat_5,D,2
466681,Male,No,19,No,Healthcare,2.0,Low,4.0,Cat_6,D,2
466605,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3,B,2
461332,Male,No,30,No,Healthcare,1.0,Low,4.0,Cat_2,C,2
461610,Male,No,36,Yes,Doctor,0.0,Low,1.0,Cat_6,B,1
467707,Male,Yes,82,Yes,Lawyer,5.0,High,2.0,Cat_6,A,0
460558,Female,Yes,37,Yes,Engineer,1.0,Low,1.0,Cat_3,C,1
465158,Male,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,A,1
460353,Male,No,31,Yes,Unemployed,6.0,Low,1.0,Cat_4,D,3
459903,Male,Yes,27,Yes,Entertainment,9.0,Low,4.0,Cat_6,C,3
464021,Female,No,18,No,Healthcare,1.0,Low,5.0,Cat_6,D,2
463325,Male,Yes,22,No,Doctor,1.0,Low,4.0,Cat_6,A,2
459660,Female,No,22,No,Healthcare,2.0,Low,6.0,Cat_6,D,2
466423,Female,No,42,No,Homemaker,8.0,Low,1.0,Cat_3,D,3
465585,Male,Yes,69,No,Doctor,1.0,Low,1.0,Cat_6,A,1
462671,Female,Yes,43,Yes,Homemaker,8.0,High,2.0,Cat_6,A,3
459603,Female,Yes,89,No,Lawyer,3.0,High,2.0,Cat_6,A,0
463614,Female,No,26,No,Healthcare,1.0,Low,4.0,Cat_3,C,2
465152,Male,No,43,Yes,Artist,1.0,Low,3.0,Cat_6,B,1
460525,Male,Yes,30,Yes,Entertainment,1.0,Average,2.0,Cat_3,C,0
466108,Female,Yes,60,Yes,Executive,0.0,Low,2.0,Cat_6,B,1
465400,Female,Yes,38,Yes,Doctor,7.0,High,4.0,Cat_3,C,0
465405,Female,Yes,29,Yes,Homemaker,0.0,High,4.0,Cat_2,B,0
465681,Male,Yes,45,Yes,Entertainment,0.0,Average,2.0,Cat_4,A,0
466251,Male,No,20,No,Healthcare,3.0,Low,4.0,Cat_4,D,2
460417,Female,Yes,51,Yes,Marketing,9.0,Low,1.0,Cat_6,A,3
460569,Male,Yes,36,Yes,Entertainment,1.0,Average,4.0,Cat_3,C,0
461162,Female,No,41,No,Marketing,9.0,Low,3.0,Cat_3,B,3
459241,Male,Yes,46,No,Entertainment,1.0,Low,5.0,Cat_6,D,0
463628,Female,No,30,Yes,Artist,9.0,Low,1.0,Cat_6,A,3
467817,Female,No,23,No,Homemaker,0.0,Low,5.0,Cat_5,B,2
460406,Male,Yes,39,Yes,Healthcare,4.0,Low,2.0,Cat_6,B,1
464122,Male,Yes,63,Yes,Artist,0.0,Average,4.0,Cat_6,B,0
459658,Male,Yes,60,Yes,Artist,1.0,Average,3.0,Cat_6,C,0
462757,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D,2
459529,Female,Yes,89,No,Lawyer,1.0,High,2.0,Cat_6,A,0
464916,Female,Yes,31,Yes,Doctor,9.0,High,2.0,Cat_4,A,3
465920,Male,No,43,Yes,Executive,1.0,Low,4.0,Cat_6,A,1
463262,Female,Yes,70,No,Lawyer,3.0,High,2.0,Cat_6,A,0
465631,Male,No,35,Yes,Artist,9.0,Low,1.0,Cat_6,A,3
467164,Male,Yes,42,Yes,Artist,0.0,High,2.0,Cat_6,B,0
467859,Male,Yes,39,Yes,Doctor,6.0,Average,2.0,Cat_3,C,3
461703,Female,Yes,29,Yes,Healthcare,0.0,Low,2.0,Cat_6,A,1
460667,Female,No,38,No,Homemaker,8.0,Low,2.0,Cat_6,A,3
466097,Female,Yes,74,No,Lawyer,1.0,Low,1.0,Cat_6,A,1
464390,Male,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_6,C,1
465423,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_7,C,0
461337,Male,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6,C,0
463888,Male,No,23,No,Marketing,0.0,Low,3.0,Cat_6,D,2
460390,Male,No,36,Yes,Artist,9.0,Low,3.0,Cat_6,A,3
465286,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6,B,3
460294,Female,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_6,D,1
460509,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_3,D,2
461248,Female,No,37,No,Healthcare,1.0,Low,1.0,Cat_6,D,2
464336,Male,Yes,65,Yes,Executive,0.0,High,4.0,Cat_6,C,0
467595,Female,No,26,Yes,Healthcare,0.0,Low,1.0,Cat_6,D,1
466406,Male,Yes,55,Yes,Entertainment,1.0,Low,3.0,Cat_6,A,1
465092,Male,Yes,65,Yes,Executive,0.0,High,2.0,Cat_6,C,0
459492,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6,A,0
461426,Male,Yes,51,Yes,Artist,7.0,Average,2.0,Cat_6,C,3
467022,Male,No,25,Yes,Artist,1.0,Low,5.0,Cat_6,D,2
467330,Male,Yes,38,No,Executive,0.0,High,3.0,Cat_6,C,0
459691,Male,Yes,55,No,Artist,1.0,Average,2.0,Cat_6,A,0
466161,Male,Yes,46,No,Artist,0.0,Average,2.0,Cat_6,C,0
461320,Female,No,39,Yes,Artist,0.0,Low,3.0,Cat_6,B,1
466283,Female,Yes,62,Yes,Artist,0.0,High,2.0,Cat_6,B,0
463705,Female,Yes,37,Yes,Artist,4.0,Average,2.0,Cat_2,C,0
465821,Female,No,28,No,Engineer,3.0,Low,7.0,Cat_4,A,2
467457,Female,No,32,Yes,Marketing,1.0,Low,6.0,Cat_6,B,2
466543,Male,No,31,Yes,Doctor,14.0,Low,2.0,Cat_7,A,3
463772,Female,No,31,No,Healthcare,1.0,Low,3.0,Cat_6,D,2
465881,Male,No,43,Yes,Artist,8.0,Low,2.0,Cat_6,A,3
459757,Male,Yes,67,Yes,Artist,1.0,Average,2.0,Cat_6,B,0
464452,Female,No,72,Yes,Lawyer,0.0,Low,1.0,Cat_6,C,1
463839,Female,Yes,57,No,Engineer,0.0,Low,3.0,Cat_6,B,1
462777,Male,Yes,58,No,Executive,1.0,High,3.0,Cat_6,A,0
464368,Male,Yes,36,Yes,Entertainment,4.0,Average,2.0,Cat_6,B,0
466923,Female,No,21,No,Homemaker,9.0,Low,1.0,Cat_6,D,3
459878,Male,Yes,47,No,Entertainment,1.0,Average,5.0,Cat_6,C,0
467279,Female,No,25,Yes,Entertainment,8.0,Low,3.0,Cat_6,D,3
465604,Female,Yes,41,No,Engineer,9.0,Average,2.0,Cat_3,B,3
460787,Male,No,29,Yes,Healthcare,0.0,Low,4.0,Cat_6,A,2
466240,Male,No,21,No,Healthcare,0.0,Low,3.0,Cat_4,D,2
466621,Male,Yes,66,Yes,Lawyer,0.0,Low,1.0,Cat_6,C,1
464619,Male,Yes,27,Yes,Entertainment,10.0,Low,2.0,Cat_6,B,3
462722,Female,No,27,No,Homemaker,1.0,Low,4.0,Cat_6,C,2
467404,Male,Yes,52,Yes,Artist,4.0,Low,1.0,Cat_6,C,1
461314,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C,0
463340,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,D,2
467870,Male,No,27,Yes,Entertainment,0.0,Low,5.0,Cat_6,B,2
462200,Female,Yes,52,Yes,Doctor,1.0,Low,3.0,Cat_4,B,1
465591,Male,Yes,65,No,Artist,0.0,Average,2.0,Cat_4,A,0
461002,Male,No,42,No,Entertainment,1.0,Low,3.0,Cat_3,D,2
460812,Male,Yes,59,No,Entertainment,1.0,Low,2.0,Cat_6,A,1
467105,Female,Yes,45,Yes,Lawyer,0.0,Low,1.0,Cat_6,B,1
460630,Male,Yes,18,No,Executive,1.0,Average,2.0,Cat_3,D,0
462037,Female,Yes,61,No,Engineer,1.0,High,3.0,Cat_4,B,0
461726,Female,Yes,53,Yes,Artist,1.0,Average,4.0,Cat_3,C,0
463577,Female,Yes,37,Yes,Doctor,1.0,Average,2.0,Cat_6,C,0
463038,Male,Yes,63,Yes,Executive,0.0,High,5.0,Cat_6,D,0
464753,Female,No,33,No,Marketing,1.0,Low,5.0,Cat_4,D,2
464928,Female,Yes,50,Yes,Artist,1.0,Low,3.0,Cat_4,C,1
467312,Female,Yes,62,Yes,Artist,1.0,Low,2.0,Cat_6,C,1
464887,Male,Yes,49,Yes,Artist,1.0,Average,8.0,Cat_4,C,0
460555,Male,Yes,46,Yes,Homemaker,6.0,Average,3.0,Cat_3,C,0
466661,Male,No,27,Yes,Doctor,0.0,Low,2.0,Cat_2,A,1
461329,Male,Yes,53,Yes,Executive,1.0,High,4.0,Cat_6,C,0
459648,Female,Yes,42,Yes,Artist,2.0,High,2.0,Cat_6,C,0
460835,Female,Yes,28,Yes,Artist,0.0,Low,1.0,Cat_5,A,1
463827,Female,Yes,49,Yes,Engineer,1.0,Average,4.0,Cat_6,B,0
460868,Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6,B,0
462566,Female,Yes,27,No,Doctor,0.0,Low,2.0,Cat_3,C,2
467485,Male,Yes,58,Yes,Lawyer,0.0,High,2.0,Cat_6,B,0
467351,Male,Yes,41,No,Artist,8.0,Average,2.0,Cat_6,C,3
465864,Male,Yes,32,Yes,Entertainment,9.0,Average,2.0,Cat_6,D,3
467232,Male,No,33,No,Entertainment,0.0,Low,2.0,Cat_6,A,2
466855,Male,Yes,69,No,Entertainment,0.0,Low,5.0,Cat_3,A,0
467238,Female,No,31,No,Doctor,6.0,Low,4.0,Cat_6,D,2
467537,Female,Yes,68,No,Lawyer,1.0,High,3.0,Cat_6,D,0
463654,Female,No,39,No,Engineer,4.0,Low,3.0,Cat_3,D,2
459047,Female,No,21,No,Healthcare,1.0,Low,5.0,Cat_4,D,2
462994,Female,Yes,39,No,Artist,1.0,Average,3.0,Cat_6,B,0
464363,Female,Yes,41,Yes,Artist,9.0,Low,1.0,Cat_6,C,3
462565,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6,C,0
463226,Female,Yes,38,Yes,Executive,0.0,Average,2.0,Cat_6,A,0
461232,Female,Yes,36,Yes,Executive,1.0,High,2.0,Cat_3,A,0
467671,Female,Yes,52,Yes,Artist,9.0,Low,4.0,Cat_6,C,3
460374,Female,No,46,Yes,Artist,6.0,Low,2.0,Cat_6,C,3
463077,Male,No,28,No,Doctor,4.0,Low,3.0,Cat_6,C,2
462719,Female,Yes,55,Yes,Artist,0.0,High,5.0,Cat_6,B,0
459729,Female,No,41,Yes,Healthcare,1.0,Low,1.0,Cat_6,D,1
459084,Male,Yes,47,No,Executive,0.0,High,2.0,Cat_7,B,0
467924,Male,Yes,52,Yes,Artist,0.0,Low,3.0,Cat_4,A,1
465439,Female,Yes,45,Yes,Artist,4.0,High,4.0,Cat_6,C,0
462899,Male,No,32,No,Healthcare,1.0,Low,3.0,Cat_6,D,2
466712,Male,Yes,78,Yes,Lawyer,1.0,Low,1.0,Cat_6,B,1
467433,Male,No,45,Yes,Artist,0.0,Low,1.0,Cat_6,C,1
462642,Male,Yes,39,No,Executive,1.0,Average,7.0,Cat_4,D,0
460983,Male,Yes,38,No,Doctor,0.0,High,4.0,Cat_6,D,0
464008,Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,C,0
461702,Female,Yes,53,Yes,Engineer,8.0,High,4.0,Cat_6,A,0
464312,Male,No,43,Yes,Artist,1.0,Low,1.0,Cat_3,A,1
462818,Male,Yes,59,Yes,Artist,1.0,Average,3.0,Cat_6,C,0
466045,Female,No,38,No,Entertainment,8.0,Low,2.0,Cat_6,B,3
461889,Male,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,C,0
467945,Male,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6,C,0
464322,Male,Yes,79,Yes,Lawyer,0.0,Low,2.0,Cat_6,A,1
465637,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_4,D,1
462058,Male,Yes,42,Yes,Entertainment,9.0,Low,2.0,Cat_6,A,3
459368,Male,Yes,28,No,Executive,1.0,Low,7.0,Cat_4,A,2
462500,Male,Yes,49,Yes,Doctor,1.0,Average,2.0,Cat_6,C,0
466948,Male,Yes,58,Yes,Artist,1.0,Low,2.0,Cat_7,B,1
461606,Male,Yes,69,Yes,Lawyer,0.0,High,3.0,Cat_6,A,0
466184,Female,No,35,Yes,Artist,3.0,Low,1.0,Cat_6,C,1
466014,Female,Yes,47,No,Engineer,0.0,High,2.0,Cat_4,A,0
462890,Female,No,25,Yes,Marketing,12.0,Low,1.0,Cat_6,D,3
464909,Female,Yes,38,Yes,Homemaker,0.0,Low,2.0,Cat_4,A,1
459554,Female,No,25,No,Engineer,8.0,Low,3.0,Cat_6,D,3
462429,Male,Yes,76,No,Lawyer,0.0,Low,1.0,Cat_6,A,1
463605,Female,No,23,No,Healthcare,0.0,Low,5.0,Cat_5,D,2
459531,Male,No,38,Yes,Marketing,3.0,Low,2.0,Cat_6,D,1
464608,Female,Yes,49,Yes,Artist,0.0,Average,3.0,Cat_6,C,0
459960,Female,Yes,56,Yes,Unemployed,1.0,Low,1.0,Cat_6,B,1
459597,Female,Yes,71,Yes,Artist,1.0,High,2.0,Cat_6,C,0
464497,Female,No,39,No,Engineer,0.0,Low,3.0,Cat_3,A,2
467150,Female,No,41,Yes,Artist,8.0,Low,3.0,Cat_6,A,3
464832,Male,Yes,66,No,Lawyer,1.0,Low,2.0,Cat_4,D,1
466829,Female,Yes,27,No,Homemaker,10.0,Low,1.0,Cat_6,D,3
459508,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,D,2
463506,Female,Yes,35,Yes,Artist,2.0,Average,2.0,Cat_6,C,0
466475,Female,Yes,33,No,Artist,1.0,Low,2.0,Cat_1,B,1
462546,Female,No,21,No,Executive,8.0,Low,2.0,Cat_7,D,3
467448,Female,Yes,49,No,Engineer,0.0,Low,1.0,Cat_6,A,1
462852,Male,Yes,42,No,Engineer,9.0,Low,3.0,Cat_6,D,3
462072,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A,1
463211,Male,Yes,68,Yes,Lawyer,8.0,Low,1.0,Cat_5,A,3
464059,Male,Yes,57,Yes,Artist,1.0,Low,1.0,Cat_6,A,1
463746,Male,No,38,Yes,Artist,0.0,Low,1.0,Cat_6,A,1
465671,Female,Yes,35,No,Engineer,2.0,Average,5.0,Cat_4,D,0
461729,Female,Yes,41,Yes,Marketing,0.0,Low,3.0,Cat_6,D,1
464849,Male,Yes,40,Yes,Artist,0.0,Average,4.0,Cat_4,C,0
461100,Female,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_3,C,2
